#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:50640963	Ceric.1Z000100	Ceric.1Z000100.1	Ceric.1Z000100.1.p												
PAC:50639873	Ceric.15G067400	Ceric.15G067400.7	Ceric.15G067400.7.p	PF01565 PF02913	PTHR11748 PTHR11748:SF90	EC:1.1.99.39		K18204	GO:0003824 GO:0016491 GO:0016614 GO:0050660 GO:0055114	AT4G36400	FAD-linked oxidases family protein	Cre08.g370550	(1 of 1) 1.1.99.39 - D-2-hydroxyglutarate dehydrogenase	LOC_Os07g08950	FAD-linked oxidoreductase protein, putative, expressed
PAC:50640923	Ceric.15G067500	Ceric.15G067500.1	Ceric.15G067500.1.p												
PAC:50640915	Ceric.15G067600	Ceric.15G067600.1	Ceric.15G067600.1.p	PF00298 PF03946	PTHR11661 PTHR11661:SF6		KOG0886	K02870	GO:0003735 GO:0005840 GO:0006412	AT2G37190	Ribosomal protein L11 family protein	Cre12.g528750	Cytosolic 80S ribosomal protein L12	LOC_Os02g47140	L11 domain containing ribosomal protein, putative, expressed
PAC:50640658	Ceric.15G067700	Ceric.15G067700.1	Ceric.15G067700.1.p												
PAC:50640659	Ceric.15G067700	Ceric.15G067700.2	Ceric.15G067700.2.p												
PAC:50640267	Ceric.15G067800	Ceric.15G067800.1	Ceric.15G067800.1.p	PF07059	PTHR12136 PTHR12136:SF61										
PAC:50640268	Ceric.15G067800	Ceric.15G067800.2	Ceric.15G067800.2.p	PF07059	PTHR12136 PTHR12136:SF61										
PAC:50640495	Ceric.15G067900	Ceric.15G067900.1	Ceric.15G067900.1.p	PF00385	PTHR24559 PTHR24559:SF186	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4									
PAC:50639928	Ceric.15G068000	Ceric.15G068000.1	Ceric.15G068000.1.p	PF00514	PTHR15651 PTHR15651:SF7		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639931	Ceric.15G068000	Ceric.15G068000.2	Ceric.15G068000.2.p	PF00514	PTHR15651		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639932	Ceric.15G068000	Ceric.15G068000.3	Ceric.15G068000.3.p	PF00514	PTHR15651 PTHR15651:SF7		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639933	Ceric.15G068000	Ceric.15G068000.4	Ceric.15G068000.4.p	PF00514	PTHR15651 PTHR15651:SF7		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639930	Ceric.15G068000	Ceric.15G068000.5	Ceric.15G068000.5.p	PF00514	PTHR15651 PTHR15651:SF7		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639935	Ceric.15G068000	Ceric.15G068000.6	Ceric.15G068000.6.p	PF00514	PTHR15651		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639934	Ceric.15G068000	Ceric.15G068000.7	Ceric.15G068000.7.p	PF00514	PTHR15651		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639929	Ceric.15G068000	Ceric.15G068000.8	Ceric.15G068000.8.p	PF00514	PTHR15651		KOG1293		GO:0005515	AT1G51350	ARM repeat superfamily protein	Cre16.g664750	(1 of 1) PTHR15651:SF7 - ARMADILLO REPEAT-CONTAINING PROTEIN 8	LOC_Os11g41990	armadillo/beta-catenin-like repeat family protein, expressed
PAC:50639826	Ceric.15G068100	Ceric.15G068100.1	Ceric.15G068100.1.p	PF08241	PTHR10108 PTHR10108:SF725	EC:2.1.1.145	KOG3010		GO:0008152 GO:0008168	AT3G61210	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre03.g156400	S-adenosyl-L-methionine-dependent methyltransferase		
PAC:50639413	Ceric.15G068200	Ceric.15G068200.1	Ceric.15G068200.1.p		PTHR37724	EC:3.6.4.13									
PAC:50639414	Ceric.15G068200	Ceric.15G068200.2	Ceric.15G068200.2.p												
PAC:50639415	Ceric.15G068300	Ceric.15G068300.1	Ceric.15G068300.1.p	PF00462	PTHR10168 PTHR10168:SF112	EC:1.8.1.9	KOG1752	K03676	GO:0009055 GO:0015035 GO:0045454	AT5G20500	Glutaredoxin family protein	Cre12.g513750	Glutaredoxin, CPYC type	LOC_Os02g43180	OsGrx_C3 - glutaredoxin subgroup I, expressed
PAC:50640187	Ceric.15G068400	Ceric.15G068400.1	Ceric.15G068400.1.p	PF00400	PTHR22847 PTHR22847:SF461		KOG1273	K14961	GO:0005515	AT3G21060	Transducin/WD40 repeat-like superfamily protein	Cre03.g195750	(1 of 1) K14961 - COMPASS component SWD1 (RBBP5, SWD1, CPS50)	LOC_Os03g10990	retinoblastoma-binding protein-like, putative, expressed
PAC:50640189	Ceric.15G068400	Ceric.15G068400.2	Ceric.15G068400.2.p	PF00400	PTHR22847 PTHR22847:SF461		KOG1273	K14961	GO:0005515	AT3G21060	Transducin/WD40 repeat-like superfamily protein	Cre03.g195750	(1 of 1) K14961 - COMPASS component SWD1 (RBBP5, SWD1, CPS50)	LOC_Os03g10990	retinoblastoma-binding protein-like, putative, expressed
PAC:50640188	Ceric.15G068400	Ceric.15G068400.3	Ceric.15G068400.3.p	PF00400	PTHR22847 PTHR22847:SF461		KOG1273	K14961	GO:0005515	AT3G21060	Transducin/WD40 repeat-like superfamily protein	Cre03.g195750	(1 of 1) K14961 - COMPASS component SWD1 (RBBP5, SWD1, CPS50)	LOC_Os03g10990	retinoblastoma-binding protein-like, putative, expressed
PAC:50640190	Ceric.15G068400	Ceric.15G068400.4	Ceric.15G068400.4.p	PF00400	PTHR22847 PTHR22847:SF461		KOG1273	K14961	GO:0005515	AT3G21060	Transducin/WD40 repeat-like superfamily protein	Cre03.g195750	(1 of 1) K14961 - COMPASS component SWD1 (RBBP5, SWD1, CPS50)	LOC_Os03g10990	retinoblastoma-binding protein-like, putative, expressed
PAC:50640445	Ceric.15G068500	Ceric.15G068500.1	Ceric.15G068500.1.p												
PAC:50639339	Ceric.15G068600	Ceric.15G068600.1	Ceric.15G068600.1.p	PF00641	PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639345	Ceric.15G068600	Ceric.15G068600.2	Ceric.15G068600.2.p		PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639346	Ceric.15G068600	Ceric.15G068600.3	Ceric.15G068600.3.p		PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639340	Ceric.15G068600	Ceric.15G068600.4	Ceric.15G068600.4.p	PF00641	PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639341	Ceric.15G068600	Ceric.15G068600.5	Ceric.15G068600.5.p	PF00641	PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639347	Ceric.15G068600	Ceric.15G068600.6	Ceric.15G068600.6.p		PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639344	Ceric.15G068600	Ceric.15G068600.7	Ceric.15G068600.7.p	PF00641	PTHR22938 PTHR22938:SF0		KOG4198		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639343	Ceric.15G068600	Ceric.15G068600.8	Ceric.15G068600.8.p	PF00641	PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639342	Ceric.15G068600	Ceric.15G068600.9	Ceric.15G068600.9.p	PF00641	PTHR22938 PTHR22938:SF0		KOG2231		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639348	Ceric.15G068600	Ceric.15G068600.10	Ceric.15G068600.10.p	PF00641	PTHR22938		KOG4198		GO:0008270			Cre12.g528400	(1 of 1) PTHR22938//PTHR22938:SF0 - ZINC FINGER PROTEIN 598 // ZINC FINGER PROTEIN 598		
PAC:50639521	Ceric.15G068700	Ceric.15G068700.1	Ceric.15G068700.1.p	PF00278 PF01536 PF02784	PTHR11482 PTHR11482:SF6	EC:4.1.1.17 EC:4.1.1.50	KOG0622	K01581	GO:0003824 GO:0004014 GO:0006596 GO:0006597 GO:0008295			Cre03.g159500	Ornithine decarboxylase 1		
PAC:50639522	Ceric.15G068700	Ceric.15G068700.2	Ceric.15G068700.2.p	PF00278 PF01536 PF02784	PTHR11482 PTHR11482:SF6	EC:4.1.1.17 EC:4.1.1.50	KOG0622	K01581	GO:0003824 GO:0004014 GO:0006596 GO:0006597 GO:0008295			Cre03.g159500	Ornithine decarboxylase 1		
PAC:50639523	Ceric.15G068700	Ceric.15G068700.3	Ceric.15G068700.3.p	PF00278 PF01536 PF02784	PTHR11482 PTHR11482:SF6	EC:4.1.1.17 EC:4.1.1.50	KOG0622	K01581	GO:0003824 GO:0004014 GO:0006596 GO:0006597 GO:0008295			Cre03.g159500	Ornithine decarboxylase 1		
PAC:50639524	Ceric.15G068700	Ceric.15G068700.4	Ceric.15G068700.4.p	PF00278 PF01536 PF02784	PTHR11482 PTHR11482:SF6	EC:4.1.1.17 EC:4.1.1.50	KOG0622	K01581	GO:0003824 GO:0004014 GO:0006596 GO:0006597 GO:0008295			Cre03.g159500	Ornithine decarboxylase 1		
PAC:50639525	Ceric.15G068700	Ceric.15G068700.5	Ceric.15G068700.5.p	PF00278 PF01536 PF02784	PTHR11482 PTHR11482:SF6	EC:4.1.1.17 EC:4.1.1.50	KOG0622	K01581	GO:0003824 GO:0004014 GO:0006596 GO:0006597 GO:0008295			Cre03.g159500	Ornithine decarboxylase 1		
PAC:50640865	Ceric.15G068800	Ceric.15G068800.1	Ceric.15G068800.1.p	PF08132	PTHR35727 PTHR35727:SF1					AT3G02468	conserved peptide upstream open reading frame 9				
PAC:50639717	Ceric.15G068900	Ceric.15G068900.1	Ceric.15G068900.1.p	PF08449	PTHR10778 PTHR10778:SF13		KOG1581	K15276	GO:0055085	AT3G46180	UDP-galactose transporter 5	Cre06.g260100	UDP-galactose transporter	LOC_Os05g02490	transporter family protein, putative, expressed
PAC:50639719	Ceric.15G068900	Ceric.15G068900.2	Ceric.15G068900.2.p	PF08449	PTHR10778 PTHR10778:SF13		KOG1581	K15276	GO:0055085	AT3G46180	UDP-galactose transporter 5	Cre06.g260100	UDP-galactose transporter	LOC_Os05g02490	transporter family protein, putative, expressed
PAC:50639718	Ceric.15G068900	Ceric.15G068900.3	Ceric.15G068900.3.p	PF08449	PTHR10778 PTHR10778:SF13		KOG1581	K15276	GO:0055085	AT3G46180	UDP-galactose transporter 5	Cre06.g260100	UDP-galactose transporter	LOC_Os05g02490	transporter family protein, putative, expressed
PAC:50639720	Ceric.15G068900	Ceric.15G068900.4	Ceric.15G068900.4.p	PF08449	PTHR10778 PTHR10778:SF13		KOG1581		GO:0055085	AT3G46180	UDP-galactose transporter 5	Cre06.g260100	UDP-galactose transporter	LOC_Os05g02490	transporter family protein, putative, expressed
PAC:50640413	Ceric.15G069000	Ceric.15G069000.1	Ceric.15G069000.1.p	PF05701	PTHR32054					AT2G26570	Plant protein of unknown function (DUF827)			LOC_Os03g27800	paramyosin, putative, expressed
PAC:50640414	Ceric.15G069000	Ceric.15G069000.2	Ceric.15G069000.2.p	PF05701	PTHR32054					AT2G26570	Plant protein of unknown function (DUF827)			LOC_Os03g27800	paramyosin, putative, expressed
PAC:50640415	Ceric.15G069000	Ceric.15G069000.3	Ceric.15G069000.3.p	PF05701	PTHR32054					AT2G26570	Plant protein of unknown function (DUF827)			LOC_Os03g27800	paramyosin, putative, expressed
PAC:50640416	Ceric.15G069000	Ceric.15G069000.4	Ceric.15G069000.4.p	PF05701	PTHR32054					AT2G26570	Plant protein of unknown function (DUF827)			LOC_Os03g27800	paramyosin, putative, expressed
PAC:50639534	Ceric.15G069100	Ceric.15G069100.1	Ceric.15G069100.1.p												
PAC:50640046	Ceric.15G069200	Ceric.15G069200.1	Ceric.15G069200.1.p												
PAC:50640284	Ceric.15G069300	Ceric.15G069300.1	Ceric.15G069300.1.p		PTHR36888 PTHR36888:SF1									LOC_Os06g51500	expressed protein
PAC:50639526	Ceric.15G069400	Ceric.15G069400.1	Ceric.15G069400.1.p	PF00400	PTHR22844 PTHR22844:SF159		KOG0645		GO:0005515					LOC_Os06g13140	WD domain, G-beta repeat domain containing protein, expressed
PAC:50639256	Ceric.15G069500	Ceric.15G069500.1	Ceric.15G069500.1.p												
PAC:50640535	Ceric.15G069600	Ceric.15G069600.1	Ceric.15G069600.1.p	PF05623	PTHR31343					AT4G16100	Protein of unknown function (DUF789)				
PAC:50640536	Ceric.15G069600	Ceric.15G069600.2	Ceric.15G069600.2.p	PF05623	PTHR31343					AT4G16100	Protein of unknown function (DUF789)				
PAC:50640537	Ceric.15G069600	Ceric.15G069600.3	Ceric.15G069600.3.p	PF05623	PTHR31343					AT4G16100	Protein of unknown function (DUF789)				
PAC:50640847	Ceric.15G069700	Ceric.15G069700.1	Ceric.15G069700.1.p	PF00561	PTHR10992 PTHR10992:SF828	EC:3.1.1.1 EC:3.1.1.85									
PAC:50640459	Ceric.15G069800	Ceric.15G069800.1	Ceric.15G069800.1.p	PF06881	PTHR15141 PTHR15141:SF53			K15077	GO:0005634 GO:0006355 GO:0016021	AT2G42780	(1 of 1) KOG2821 - RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin A			LOC_Os08g07280	expressed protein
PAC:50640460	Ceric.15G069800	Ceric.15G069800.2	Ceric.15G069800.2.p	PF06881	PTHR15141 PTHR15141:SF53				GO:0005634 GO:0006355 GO:0016021	AT2G42780	(1 of 1) KOG2821 - RNA polymerase II transcription elongation factor Elongin/SIII, subunit elongin A			LOC_Os08g07280	expressed protein
PAC:50640509	Ceric.15G069900	Ceric.15G069900.1	Ceric.15G069900.1.p	PF00385	PTHR24559 PTHR24559:SF201										
PAC:50640475	Ceric.15G070000	Ceric.15G070000.1	Ceric.15G070000.1.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640478	Ceric.15G070000	Ceric.15G070000.2	Ceric.15G070000.2.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640481	Ceric.15G070000	Ceric.15G070000.3	Ceric.15G070000.3.p	PF00004	PTHR11669 PTHR11669:SF3	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640476	Ceric.15G070000	Ceric.15G070000.4	Ceric.15G070000.4.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640480	Ceric.15G070000	Ceric.15G070000.5	Ceric.15G070000.5.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640477	Ceric.15G070000	Ceric.15G070000.6	Ceric.15G070000.6.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640479	Ceric.15G070000	Ceric.15G070000.7	Ceric.15G070000.7.p	PF00004	PTHR11669 PTHR11669:SF0	EC:2.7.7.7	KOG0989		GO:0003887 GO:0005524 GO:0006260 GO:0009360	AT1G14460	AAA-type ATPase family protein			LOC_Os12g10670	AAA-type ATPase family protein, putative, expressed
PAC:50640850	Ceric.15G070100	Ceric.15G070100.1	Ceric.15G070100.1.p	PF00069 PF00560 PF08263 PF13855	PTHR27000 PTHR27000:SF208	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468	AT5G53890	phytosylfokine-alpha receptor 2	Cre14.g625050	(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED	LOC_Os02g41890	phytosulfokine receptor precursor, putative, expressed
PAC:50640851	Ceric.15G070100	Ceric.15G070100.2	Ceric.15G070100.2.p	PF00069 PF00560 PF13855	PTHR27000 PTHR27000:SF208	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468	AT5G53890	phytosylfokine-alpha receptor 2	Cre14.g625050	(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED	LOC_Os02g41890	phytosulfokine receptor precursor, putative, expressed
PAC:50640852	Ceric.15G070100	Ceric.15G070100.3	Ceric.15G070100.3.p	PF00069 PF00560 PF13855	PTHR27000 PTHR27000:SF208	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468	AT5G53890	phytosylfokine-alpha receptor 2	Cre14.g625050	(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED	LOC_Os02g41890	phytosulfokine receptor precursor, putative, expressed
PAC:50640559	Ceric.15G070200	Ceric.15G070200.1	Ceric.15G070200.1.p	PF00533 PF12738	PTHR13561 PTHR13561:SF5			K10728	GO:0005515 GO:0008270	AT4G02110	transcription coactivators			LOC_Os03g19190	TOPBP1C - Similar to DNA replication protein TOPBP1 from, expressed
PAC:50640560	Ceric.15G070200	Ceric.15G070200.2	Ceric.15G070200.2.p	PF00533 PF00628	PTHR13561 PTHR13561:SF5			K10728	GO:0005515 GO:0008270	AT4G02110	transcription coactivators			LOC_Os03g19190	TOPBP1C - Similar to DNA replication protein TOPBP1 from, expressed
PAC:50640561	Ceric.15G070200	Ceric.15G070200.3	Ceric.15G070200.3.p	PF00533 PF00628	PTHR13561 PTHR13561:SF5			K10728	GO:0005515 GO:0008270	AT4G02110	transcription coactivators			LOC_Os03g19190	TOPBP1C - Similar to DNA replication protein TOPBP1 from, expressed
PAC:50640417	Ceric.15G070300	Ceric.15G070300.1	Ceric.15G070300.1.p	PF13499 PF13833	PTHR10891		KOG0027	K13448	GO:0005509						
PAC:50640487	Ceric.15G070400	Ceric.15G070400.1	Ceric.15G070400.1.p	PF11891	PTHR31620 PTHR31620:SF5										
PAC:50640488	Ceric.15G070400	Ceric.15G070400.2	Ceric.15G070400.2.p	PF11891	PTHR31620 PTHR31620:SF5										
PAC:50640222	Ceric.15G070500	Ceric.15G070500.1	Ceric.15G070500.1.p												
PAC:50640223	Ceric.15G070500	Ceric.15G070500.2	Ceric.15G070500.2.p												
PAC:50640224	Ceric.15G070500	Ceric.15G070500.3	Ceric.15G070500.3.p												
PAC:50640160	Ceric.15G070600	Ceric.15G070600.1	Ceric.15G070600.1.p												
PAC:50639350	Ceric.15G070700	Ceric.15G070700.1	Ceric.15G070700.1.p												
PAC:50639661	Ceric.15G070800	Ceric.15G070800.1	Ceric.15G070800.1.p	PF13837	PTHR33492 PTHR33492:SF2					AT1G31310	hydroxyproline-rich glycoprotein family protein			LOC_Os04g57530	transcription factor, putative, expressed
PAC:50639662	Ceric.15G070800	Ceric.15G070800.2	Ceric.15G070800.2.p	PF13837	PTHR33492 PTHR33492:SF2					AT1G31310	hydroxyproline-rich glycoprotein family protein			LOC_Os04g57530	transcription factor, putative, expressed
PAC:50640312	Ceric.15G070900	Ceric.15G070900.1	Ceric.15G070900.1.p												
PAC:50640314	Ceric.15G070900	Ceric.15G070900.2	Ceric.15G070900.2.p												
PAC:50640315	Ceric.15G070900	Ceric.15G070900.3	Ceric.15G070900.3.p												
PAC:50640313	Ceric.15G070900	Ceric.15G070900.4	Ceric.15G070900.4.p												
PAC:50640523	Ceric.15G071000	Ceric.15G071000.1	Ceric.15G071000.1.p	PF13360	PTHR32303 PTHR32303:SF5	EC:1.1.2.6						Cre17.g703950	(1 of 2) 1.1.2.6//1.1.3.30 - Polyvinyl alcohol dehydrogenase (cytochrome) / PVADH // Polyvinyl-alcohol oxidase / PVA oxidase		
PAC:50640524	Ceric.15G071000	Ceric.15G071000.2	Ceric.15G071000.2.p	PF13360	PTHR32303 PTHR32303:SF5	EC:1.1.2.6						Cre17.g703950	(1 of 2) 1.1.2.6//1.1.3.30 - Polyvinyl alcohol dehydrogenase (cytochrome) / PVADH // Polyvinyl-alcohol oxidase / PVA oxidase		
PAC:50640525	Ceric.15G071000	Ceric.15G071000.3	Ceric.15G071000.3.p	PF13360	PTHR32303 PTHR32303:SF5	EC:1.1.2.6						Cre17.g703950	(1 of 2) 1.1.2.6//1.1.3.30 - Polyvinyl alcohol dehydrogenase (cytochrome) / PVADH // Polyvinyl-alcohol oxidase / PVA oxidase		
PAC:50640526	Ceric.15G071000	Ceric.15G071000.4	Ceric.15G071000.4.p	PF13360	PTHR32303 PTHR32303:SF5	EC:1.1.2.6						Cre17.g703950	(1 of 2) 1.1.2.6//1.1.3.30 - Polyvinyl alcohol dehydrogenase (cytochrome) / PVADH // Polyvinyl-alcohol oxidase / PVA oxidase		
PAC:50640759	Ceric.15G071100	Ceric.15G071100.1	Ceric.15G071100.1.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866	K11840 K11853				Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50640760	Ceric.15G071100	Ceric.15G071100.2	Ceric.15G071100.2.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866					Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50640761	Ceric.15G071100	Ceric.15G071100.3	Ceric.15G071100.3.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866					Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50640762	Ceric.15G071100	Ceric.15G071100.4	Ceric.15G071100.4.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866					Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50640763	Ceric.15G071100	Ceric.15G071100.5	Ceric.15G071100.5.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866					Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50640764	Ceric.15G071100	Ceric.15G071100.6	Ceric.15G071100.6.p	PF13423	PTHR24006 PTHR24006:SF389	EC:3.4.19.12	KOG1866					Cre03.g191900	(1 of 1) K11840 - ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12] (USP9_24)		
PAC:50639634	Ceric.15G071200	Ceric.15G071200.1	Ceric.15G071200.1.p	PF00076	PTHR19965 PTHR19965:SF33			K12881	GO:0003676			Cre10.g462250	RNA Export Factor		
PAC:50640725	Ceric.15G071300	Ceric.15G071300.1	Ceric.15G071300.1.p												
PAC:50639291	Ceric.15G071400	Ceric.15G071400.1	Ceric.15G071400.1.p	PF00370 PF02782	PTHR10196 PTHR10196:SF57	EC:2.7.1.17		K00854	GO:0005975 GO:0016773	AT5G49650	xylulose kinase-2	Cre07.g321100	(1 of 1) PTHR10196//PTHR10196:SF67 - SUGAR KINASE // SEDOHEPTULOKINASE	LOC_Os07g44660	FGGY family of carbohydrate kinases, putative, expressed
PAC:50639292	Ceric.15G071400	Ceric.15G071400.2	Ceric.15G071400.2.p	PF00370 PF02782	PTHR10196 PTHR10196:SF57	EC:2.7.1.17			GO:0005975 GO:0016773	AT5G49650	xylulose kinase-2	Cre07.g321100	(1 of 1) PTHR10196//PTHR10196:SF67 - SUGAR KINASE // SEDOHEPTULOKINASE	LOC_Os07g44660	FGGY family of carbohydrate kinases, putative, expressed
PAC:50640294	Ceric.15G071500	Ceric.15G071500.1	Ceric.15G071500.1.p	PF04725					GO:0009523 GO:0009654 GO:0015979 GO:0042651						
PAC:50639362	Ceric.15G071600	Ceric.15G071600.1	Ceric.15G071600.1.p	PF01416	PTHR11142 PTHR11142:SF5	EC:4.2.1.70 EC:5.4.99.12 EC:5.4.99.45	KOG2553	K01855	GO:0001522 GO:0003723 GO:0009451 GO:0009982	AT1G34150	Pseudouridine synthase family protein	Cre02.g086050	RNA pseudouridine synthase	LOC_Os03g26440	tRNA pseudouridine synthase family protein, putative, expressed
