"Cr_peptideName","All_GO"
"Ceric.21G080300.3.p",""
"Ceric.21G080400.1.p",""
"Ceric.21G080400.2.p",""
"Ceric.21G080500.1.p","GO:0003824, GO:0009058, "
"Ceric.21G080500.2.p","GO:0003824, GO:0009058, "
"Ceric.21G080500.3.p","GO:0003824, GO:0009058, "
"Ceric.21G080600.1.p",""
"Ceric.21G080700.1.p",""
"Ceric.21G080800.1.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.2.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.3.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.4.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.5.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.6.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.7.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.8.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080800.9.p","GO:0003824, GO:0003987, GO:0008152, GO:0016208, GO:0019427, "
"Ceric.21G080900.1.p",""
"Ceric.21G080900.2.p",""
"Ceric.21G081000.1.p",""
"Ceric.21G081100.1.p","GO:0005515, "
"Ceric.21G081200.1.p","GO:0003677, GO:0003899, GO:0006351, "
"Ceric.21G081300.1.p",""
"Ceric.21G081400.1.p",""
"Ceric.21G081500.1.p",""
"Ceric.21G081600.1.p","GO:0004842, GO:0016567"
"Ceric.21G081600.2.p","GO:0004842, GO:0016567, "
"Ceric.21G081600.3.p",""
"Ceric.21G081700.1.p",""
"Ceric.21G081800.1.p","GO:0003677, GO:0005634, "
"Ceric.21G081800.2.p","GO:0003677, GO:0005634, "
"Ceric.21G081900.1.p","GO:0003677, GO:0005524, GO:0016787"
"Ceric.21G081900.2.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.21G081900.3.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.21G081900.4.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.21G081900.5.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.21G082000.1.p",""
"Ceric.21G082000.2.p",""
"Ceric.21G082000.3.p","GO:0005887, GO:0008515, GO:0015770, "
"Ceric.21G082100.1.p",""
"Ceric.21G082100.2.p",""
"Ceric.21G082100.3.p",""
"Ceric.21G082200.1.p","GO:0016021"
"Ceric.21G082200.2.p","GO:0016021, "
"Ceric.21G082300.1.p","GO:0003735, GO:0005840, GO:0006412, GO:0015935, "
"Ceric.21G082400.1.p",""
"Ceric.21G082400.2.p",""
"Ceric.21G082400.3.p",""
"Ceric.21G082400.4.p",""
"Ceric.21G082500.1.p","GO:0003677, GO:0006355, "
"Ceric.21G082500.2.p","GO:0003677, GO:0006355, "
"Ceric.21G082600.1.p",""
"Ceric.21G082700.1.p",""
"Ceric.21G082800.1.p","GO:0016307, GO:0046488"
"Ceric.21G082900.1.p",""
"Ceric.21G082900.2.p",""
"Ceric.21G082900.3.p",""
"Ceric.21G082900.4.p",""
"Ceric.21G083000.1.p","GO:0008270, "
"Ceric.21G083000.2.p","GO:0008270, "
"Ceric.21G083100.1.p",""
"Ceric.21G083100.2.p",""
"Ceric.21G083200.1.p","GO:0003824, GO:0004630, GO:0005509, GO:0005515, GO:0016020, GO:0046470, "
"Ceric.21G083200.2.p","GO:0003824, GO:0004630, GO:0005509, GO:0005515, GO:0016020, GO:0046470, "
"Ceric.21G083300.1.p","GO:0006614, GO:0008312, GO:0048500"
"Ceric.21G083400.1.p","GO:0000413, GO:0003755, GO:0006457, "
"Ceric.21G083500.1.p",""
"Ceric.21G083500.2.p",""
"Ceric.21G083600.1.p",", GO:0055085, GO:0016021"
"Ceric.21G083700.1.p","GO:0008270, GO:0016491, GO:0055114, "
"Ceric.21G083700.2.p","GO:0008270, GO:0016491, GO:0055114, "
"Ceric.21G083800.1.p",""
"Ceric.21G083900.1.p","GO:0005515, "
"Ceric.21G083900.2.p","GO:0005515, "
"Ceric.21G084000.1.p",""
"Ceric.21G084100.1.p","GO:0008270, GO:0047134, GO:0055114, "
"Ceric.21G084200.1.p",""
"Ceric.21G084300.1.p",""
"Ceric.21G084300.2.p",""
"Ceric.21G084300.3.p",""
"Ceric.21G084300.4.p",""
"Ceric.21G084300.5.p",""
"Ceric.21G084400.1.p",""
"Ceric.21G084500.1.p",""
"Ceric.21G084600.1.p",""
"Ceric.21G084600.2.p",""
"Ceric.21G084700.1.p","GO:0046983, "
"Ceric.21G084700.2.p","GO:0046983, "
"Ceric.21G084700.3.p","GO:0046983, "
"Ceric.21G084800.1.p",""
"Ceric.21G084800.2.p",""
"Ceric.21G084900.1.p",""
"Ceric.21G085000.1.p","GO:0005515, "
"Ceric.21G085000.2.p",""
"Ceric.21G085000.3.p",""
"Ceric.21G085000.4.p",""
"Ceric.21G085100.1.p",""
"Ceric.21G085200.1.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.21G085300.1.p",""
"Ceric.21G085400.1.p",""
"Ceric.21G085400.2.p",""
"Ceric.21G085400.3.p",""
"Ceric.21G085500.1.p",""
"Ceric.21G085500.2.p",""
"Ceric.21G085500.3.p",""
"Ceric.21G085600.1.p","GO:0009058, GO:0030170, "
"Ceric.21G085700.1.p","GO:0046983, "
"Ceric.21G085700.2.p","GO:0046983, "
"Ceric.21G085700.3.p","GO:0046983, "
"Ceric.21G085700.4.p","GO:0046983, "
"Ceric.21G085800.1.p",""
"Ceric.21G085900.1.p","GO:0006629, GO:0016788, "
"Ceric.21G085900.2.p",""
"Ceric.21G086000.1.p","GO:0004476, GO:0005975, GO:0008270, GO:0009298"
"Ceric.21G086000.2.p","GO:0004476, GO:0005975, GO:0008270, GO:0009298, "
"Ceric.21G086000.3.p","GO:0004476, GO:0005975, GO:0008270, GO:0009298, "
"Ceric.21G086100.1.p",""
"Ceric.21G086100.2.p",""
"Ceric.21G086200.1.p","GO:0016757, GO:0047262, "
"Ceric.21G086200.2.p","GO:0016757, GO:0047262, "
"Ceric.21G086200.3.p","GO:0016757, GO:0047262, "
"Ceric.21G086200.4.p","GO:0016757, GO:0047262, "
"Ceric.21G086300.1.p",""
"Ceric.21G086400.1.p",""
"Ceric.21G086400.2.p",""
"Ceric.21G086500.1.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086500.2.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086500.3.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086500.4.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086500.5.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086500.6.p","GO:0005524, GO:0005737, GO:0008152, GO:0016301, GO:0016772, GO:0016773, "
"Ceric.21G086600.1.p","GO:0005524, GO:0006298, GO:0030983, GO:0032300, "
"Ceric.21G086600.2.p","GO:0005524, GO:0006298, GO:0030983, GO:0032300, "
"Ceric.21G086600.3.p","GO:0005524, GO:0006298, GO:0030983, GO:0032300, "
"Ceric.21G086600.4.p","GO:0005524, GO:0006298, GO:0030983, GO:0032300, "
"Ceric.21G086600.5.p","GO:0005524, GO:0006298, GO:0030983, GO:0032300, "
"Ceric.21G086700.1.p","GO:0005525, GO:0005622, GO:0007165, GO:0007264, GO:0015031, GO:0016020, "
"Ceric.21G086800.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.21G086800.2.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.21G086800.3.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.21G086900.1.p",""
"Ceric.21G086900.2.p",""
"Ceric.21G086900.3.p",""
"Ceric.21G087000.1.p",""
"Ceric.21G087100.1.p","GO:0005515, GO:0006886, GO:0008536"
"Ceric.21G087100.2.p","GO:0005515, GO:0006886, GO:0008536, "
"Ceric.21G087100.3.p","GO:0005515, GO:0006886, GO:0008536, "
"Ceric.21G087100.4.p","GO:0005515, GO:0006886, GO:0008536, "
"Ceric.21G087100.5.p","GO:0005515, GO:0006886, GO:0008536, "
"Ceric.21G087200.1.p",""
"Ceric.21G087300.1.p","GO:0005515, "
"Ceric.21G087300.2.p","GO:0005515, "
"Ceric.21G087300.3.p","GO:0005515, "
"Ceric.21G087300.4.p","GO:0005515, "
"Ceric.21G087400.1.p","GO:0005525, GO:0016020, "
"Ceric.21G087400.2.p","GO:0005525, GO:0016020, "
"Ceric.21G087400.3.p","GO:0005525, GO:0016020, "
"Ceric.21G087500.1.p","GO:0003824, GO:0004722, GO:0006470"
"Ceric.21G087600.1.p","GO:0003824, GO:0004722, GO:0006470"
"Ceric.21G087700.1.p","GO:0005199, "
"Ceric.21G087800.1.p","GO:0000398, GO:0003723, GO:0005732, "
"Ceric.21G087900.1.p","GO:0003676, GO:0008270, GO:0046872, "
"Ceric.21G088000.1.p","GO:0003677, "
"Ceric.21G088100.1.p",""
"Ceric.21G088100.2.p",""
"Ceric.21G088100.3.p",""
"Ceric.21G088100.4.p",""
"Ceric.21G088100.5.p",""
"Ceric.21G088100.6.p",""
"Ceric.21G088100.7.p",""
"Ceric.21G088100.8.p",""
"Ceric.21G088200.1.p",""
"Ceric.21G088300.1.p",""
"Ceric.21G088300.2.p",""
"Ceric.21G088400.1.p",""
"Ceric.21G088500.1.p",""
"Ceric.21G088600.1.p",""
"Ceric.21G088700.1.p",""
"Ceric.21G088700.2.p",""
"Ceric.21G088800.1.p",""
"Ceric.21G088900.1.p","GO:0031072, GO:0051082, "
"Ceric.21G088900.2.p","GO:0031072, GO:0051082, "
"Ceric.21G089000.1.p","GO:0003958, GO:0005506, GO:0010181, GO:0016491, GO:0055114"
"Ceric.21G089000.2.p","GO:0003958, GO:0005506, GO:0010181, GO:0016491, GO:0055114, "
"Ceric.21G089000.3.p","GO:0003958, GO:0005506, GO:0010181, GO:0016491, GO:0055114, "
"Ceric.21G089000.4.p","GO:0003958, GO:0005506, GO:0010181, GO:0016491, GO:0055114, "
"Ceric.21G089100.1.p","GO:0005515, "
"Ceric.21G089100.2.p","GO:0005515, "
"Ceric.21G089100.3.p","GO:0005515, "
"Ceric.21G089200.1.p",", GO:0005515"
"Ceric.21G089200.2.p",""
"Ceric.21G089300.1.p","GO:0005515, "
"Ceric.21G089400.1.p",""
"Ceric.21G089400.2.p",""
"Ceric.21G089400.3.p",""
"Ceric.21G089400.4.p",""
"Ceric.21G089400.5.p",""
"Ceric.21G089400.6.p",""
"Ceric.21G089500.1.p",""
"Ceric.21G089600.1.p","GO:0005515, "
"Ceric.21G089600.2.p","GO:0005515, "
"Ceric.21G089600.3.p","GO:0005515, "
"Ceric.21G089700.1.p","GO:0046983, "
"Ceric.21G089800.1.p","GO:0008152, GO:0008652, GO:0016836, GO:0051539"
"Ceric.21G089800.2.p","GO:0008152, GO:0008652, GO:0016836, GO:0051539, "
"Ceric.21G089800.3.p","GO:0008152, GO:0008652, GO:0016836, GO:0051539, "
"Ceric.21G089800.4.p","GO:0008152, GO:0008652, GO:0016836, GO:0051539, "
"Ceric.21G089800.5.p","GO:0008152, "
"Ceric.21G089900.1.p","GO:0003677, GO:0005634, GO:0006355, GO:0009725, "
"Ceric.21G089900.2.p","GO:0003677, GO:0005634, GO:0006355, GO:0009725, "
"Ceric.21G090000.1.p","GO:0016020, GO:0016021, GO:0022857, "
"Ceric.21G090100.1.p","GO:0016020, GO:0016021, GO:0022857, "
"Ceric.21G090200.1.p","GO:0016020, GO:0016021, GO:0022857, "
"Ceric.21G090300.1.p","GO:0016020, GO:0016021, GO:0022857, "
"Ceric.22G000100.1.p",""
"Ceric.22G000100.2.p",""
"Ceric.22G000100.3.p",""
"Ceric.22G000200.1.p",""
"Ceric.22G000300.1.p",""
"Ceric.22G000300.2.p",""
"Ceric.22G000300.3.p",""
"Ceric.22G000300.4.p",""
"Ceric.22G000400.1.p","GO:0000786, GO:0003677, "
"Ceric.22G000500.1.p",""
"Ceric.22G000600.1.p",""
"Ceric.22G000600.2.p",""
"Ceric.22G000600.3.p",""
"Ceric.22G000700.1.p",""
"Ceric.22G000700.2.p",""
"Ceric.22G000700.3.p",""
"Ceric.22G000700.4.p",""
"Ceric.22G000700.5.p",""
"Ceric.22G000700.6.p",""
"Ceric.22G000700.7.p",""
"Ceric.22G000700.8.p",""
"Ceric.22G000700.9.p",""
"Ceric.22G000800.1.p",""
"Ceric.22G000800.2.p",""
"Ceric.22G000800.3.p",""
"Ceric.22G000900.1.p",""
"Ceric.22G001000.1.p",""
"Ceric.22G001100.1.p",""
"Ceric.22G001200.1.p",""
"Ceric.22G001300.1.p","GO:0019904, "
"Ceric.22G001400.1.p",""
"Ceric.22G001500.1.p",""
"Ceric.22G001600.1.p",""
"Ceric.22G001700.1.p","GO:0005515, GO:0007165, "
"Ceric.22G001800.1.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265"
"Ceric.22G001800.2.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G001800.3.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G001800.4.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G001800.5.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G001800.6.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G001900.1.p",""
"Ceric.22G002000.1.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265"
"Ceric.22G002000.2.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G002000.3.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G002000.4.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G002000.5.p","GO:0003677, GO:0003918, GO:0005524, GO:0006265, "
"Ceric.22G002100.1.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281"
"Ceric.22G002100.10.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.11.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.12.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.2.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.3.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.4.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.5.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.6.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.7.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.8.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002100.9.p","GO:0003677, GO:0003689, GO:0005524, GO:0005663, GO:0006260, GO:0006281, "
"Ceric.22G002200.1.p",""
"Ceric.22G002300.1.p",""
"Ceric.22G002400.1.p",""
"Ceric.22G002500.1.p","GO:0005509, "
"Ceric.22G002600.1.p","GO:0016787, "
"Ceric.22G002600.2.p","GO:0016787, "
"Ceric.22G002600.3.p","GO:0016787, "
"Ceric.22G002700.1.p",""
"Ceric.22G002800.1.p","GO:0016021, GO:0055085, "
"Ceric.22G002900.1.p",""
"Ceric.22G003000.1.p",""
"Ceric.22G003100.1.p",""
"Ceric.22G003200.1.p","GO:0010181, "
"Ceric.22G003200.2.p","GO:0010181, "
"Ceric.22G003300.1.p",""
"Ceric.22G003400.1.p",""
"Ceric.22G003500.1.p","GO:0005634, GO:0006355, "
"Ceric.22G003500.2.p","GO:0005634, GO:0006355, "
"Ceric.22G003500.3.p","GO:0005634, GO:0006355, "
"Ceric.22G003600.1.p",""
"Ceric.22G003600.2.p",""
"Ceric.22G003600.3.p",""
"Ceric.22G003600.4.p",""
"Ceric.22G003600.5.p",""
"Ceric.22G003700.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G003700.2.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G003700.3.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G003700.4.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G003700.5.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G003800.1.p","GO:0003700, GO:0005634, GO:0006355, GO:0043565, "
"Ceric.22G003900.1.p",""
"Ceric.22G004000.1.p","GO:0003896, GO:0006269, GO:0016779"
"Ceric.22G004000.2.p","GO:0003896, GO:0006269, "
"Ceric.22G004100.1.p","GO:0019904, "
"Ceric.22G004100.2.p","GO:0019904, "
"Ceric.22G004200.1.p",""
"Ceric.22G004300.1.p","GO:0004252, GO:0006508, GO:0016020, GO:0005618"
"Ceric.22G004300.2.p","GO:0004252, GO:0006508, "
"Ceric.22G004300.3.p","GO:0004252, GO:0006508, "
"Ceric.22G004300.4.p","GO:0004252, GO:0006508, "
"Ceric.22G004300.5.p","GO:0004252, GO:0006508, "
"Ceric.22G004400.1.p",""
"Ceric.22G004400.2.p",""
"Ceric.22G004400.3.p",""
"Ceric.22G004400.4.p",""
"Ceric.22G004400.5.p",""
"Ceric.22G004500.1.p",""
"Ceric.22G004500.2.p",""
"Ceric.22G004600.1.p",""
"Ceric.22G004600.2.p",""
"Ceric.22G004700.1.p",""
"Ceric.22G004800.1.p","GO:0003774, GO:0005515, GO:0005524, GO:0016459, "
"Ceric.22G004900.1.p","GO:0008270, "
"Ceric.22G004900.2.p","GO:0008270, "
"Ceric.22G005000.1.p",""
"Ceric.22G005100.1.p","GO:0003676, GO:0005524"
"Ceric.22G005100.10.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.11.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.12.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.13.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.14.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.15.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.16.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.2.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.3.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.4.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.5.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.6.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.7.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.8.p","GO:0003676, GO:0005524, "
"Ceric.22G005100.9.p","GO:0003676, GO:0005524, "
"Ceric.22G005200.1.p",""
"Ceric.22G005300.1.p",""
"Ceric.22G005400.1.p","GO:0006355, GO:0016747, "
"Ceric.22G005400.2.p","GO:0006355, GO:0016747, "
"Ceric.22G005500.1.p",""
"Ceric.22G005500.2.p",""
"Ceric.22G005600.1.p",""
"Ceric.22G005700.1.p",", GO:0005515"
"Ceric.22G005700.2.p",""
"Ceric.22G005700.3.p",""
"Ceric.22G005700.4.p",""
"Ceric.22G005700.5.p",""
"Ceric.22G005800.1.p",""
"Ceric.22G005900.1.p","GO:0004789, GO:0005525, GO:0009228, "
"Ceric.22G006000.1.p",""
"Ceric.22G006100.1.p",""
"Ceric.22G006100.2.p",""
"Ceric.22G006100.3.p",""
"Ceric.22G006100.4.p",""
"Ceric.22G006100.5.p",""
"Ceric.22G006200.1.p",""
"Ceric.22G006200.2.p",""
"Ceric.22G006300.1.p",""
"Ceric.22G006300.2.p",""
"Ceric.22G006400.1.p",", GO:0055085"
"Ceric.22G006400.2.p",""
"Ceric.22G006400.3.p",""
"Ceric.22G006500.1.p","GO:0005515, GO:0051087, "
"Ceric.22G006600.1.p",""
"Ceric.22G006700.1.p","GO:0003723, GO:0033897"
"Ceric.22G006800.1.p",", GO:0016021"
"Ceric.22G006800.2.p",""
"Ceric.22G006900.1.p",""
"Ceric.22G006900.2.p",""
"Ceric.22G007000.1.p",""
"Ceric.22G007000.2.p",""
"Ceric.22G007000.3.p",""
"Ceric.22G007100.1.p","GO:0003824, GO:0004722, GO:0006470, "
"Ceric.22G007100.2.p","GO:0003824, GO:0004722, GO:0006470, "
"Ceric.22G007100.3.p","GO:0003824, GO:0004722, GO:0006470, "
"Ceric.22G007200.1.p",""
"Ceric.22G007200.2.p",""
"Ceric.22G007200.3.p",""
"Ceric.22G007300.1.p","GO:0046983, "
"Ceric.22G007300.2.p","GO:0046983, "
"Ceric.22G007300.3.p","GO:0046983, "
"Ceric.22G007300.4.p","GO:0046983, "
"Ceric.22G007400.1.p","GO:0003723, GO:0006396, "
"Ceric.22G007400.2.p",""
"Ceric.22G007400.3.p","GO:0003723, GO:0006396, "
"Ceric.22G007400.4.p",""
"Ceric.22G007400.5.p","GO:0003723, GO:0006396, "
"Ceric.22G007400.6.p",""
"Ceric.22G007400.7.p","GO:0003723, GO:0006396, "
"Ceric.22G007400.8.p",""
"Ceric.22G007500.1.p",""
"Ceric.22G007600.1.p",""
"Ceric.22G007700.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468"
"Ceric.22G007700.10.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.2.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.3.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.4.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.5.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.6.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.7.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.8.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007700.9.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.22G007800.1.p",""
"Ceric.22G007900.1.p","GO:0016021, "
"Ceric.22G007900.2.p","GO:0016021, "
"Ceric.22G007900.3.p","GO:0016021, "
"Ceric.22G007900.4.p","GO:0016021, "
"Ceric.22G008000.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.22G008000.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.22G008100.1.p","GO:0016579, GO:0036459, "
"Ceric.22G008100.2.p","GO:0016579, GO:0036459, "
"Ceric.22G008100.3.p","GO:0016579, GO:0036459, "
"Ceric.22G008200.1.p","GO:0006508, "
"Ceric.22G008200.2.p","GO:0006508, "
"Ceric.22G008300.1.p","GO:0000226, GO:0000910, GO:0008017, "
"Ceric.22G008400.1.p",""
"Ceric.22G008500.1.p","GO:0005096"
"Ceric.22G008500.2.p","GO:0005096, "
"Ceric.22G008600.1.p",""
"Ceric.22G008600.2.p",""
"Ceric.22G008600.3.p",""
"Ceric.22G008700.1.p",""
"Ceric.22G008700.2.p",""
"Ceric.22G008800.1.p",""
"Ceric.22G008900.1.p",""
"Ceric.22G008900.2.p",""
"Ceric.22G008900.3.p",""
"Ceric.22G009000.1.p",""
"Ceric.22G009000.2.p",""
"Ceric.22G009000.3.p",""
"Ceric.22G009000.4.p",""
"Ceric.22G009100.1.p",""
"Ceric.22G009100.2.p",""
"Ceric.22G009100.3.p",""
"Ceric.22G009200.1.p","GO:0003677, "
"Ceric.22G009200.2.p","GO:0003677, "
"Ceric.22G009300.1.p","GO:0003824, GO:0004722, GO:0006470, "
"Ceric.22G009400.1.p","GO:0005634, GO:0006260, "
"Ceric.22G009500.1.p","GO:0019867, "
"Ceric.22G009500.2.p","GO:0019867, "
"Ceric.22G009500.3.p","GO:0019867, "
"Ceric.22G009600.1.p","GO:0046983, "
"Ceric.22G009700.1.p","GO:0004553, GO:0005975, "
"Ceric.22G009800.1.p",""
"Ceric.22G009900.1.p",""
"Ceric.22G010000.1.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010000.2.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010000.3.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010000.4.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010000.5.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010000.6.p","GO:0000155, GO:0000160, GO:0007165, GO:0016310, GO:0016772, "
"Ceric.22G010100.1.p",""
"Ceric.22G010200.1.p",""
"Ceric.22G010300.1.p",""
"Ceric.22G010300.2.p",""
"Ceric.22G010400.1.p",""
"Ceric.22G010500.1.p",""
"Ceric.22G010600.1.p","GO:0008270, GO:0016491, GO:0055114, "
"Ceric.22G010600.2.p","GO:0008270, GO:0016491, GO:0055114, "
"Ceric.22G010700.1.p","GO:0008270, GO:0016491, GO:0055114, "
"Ceric.22G010800.1.p",""
"Ceric.22G010900.1.p",""
"Ceric.22G010900.2.p",""
"Ceric.22G011000.1.p",""
"Ceric.22G011100.1.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.22G011200.1.p",""
"Ceric.22G011300.1.p","GO:0003676, GO:0046872, "
"Ceric.22G011300.2.p","GO:0003676, GO:0046872, "
"Ceric.22G011300.3.p","GO:0003676, GO:0046872, "
"Ceric.22G011400.1.p","GO:0003723, GO:0033897"
"Ceric.22G011500.1.p","GO:0006486, GO:0008378, GO:0016020, GO:0030246"
"Ceric.22G011600.1.p",""
"Ceric.22G011700.1.p",""
"Ceric.22G011800.1.p","GO:0005525, "
"Ceric.22G011800.2.p","GO:0005525, "
"Ceric.22G011800.3.p","GO:0005525, "
"Ceric.22G011900.1.p",""
"Ceric.22G012000.1.p","GO:0005525, "
"Ceric.22G012100.1.p",""
"Ceric.22G012200.1.p",""
"Ceric.22G012300.1.p","GO:0005525, "
"Ceric.22G012300.2.p","GO:0005525, "
"Ceric.22G012300.3.p","GO:0005525, "
"Ceric.22G012400.1.p",""
"Ceric.22G012500.1.p",""
"Ceric.22G012600.1.p",", GO:0005515"
"Ceric.22G012700.1.p","GO:0006541, GO:0016787, "
"Ceric.22G012800.1.p",""
"Ceric.22G012800.2.p",""
"Ceric.22G012900.1.p","GO:0016021, GO:0022857, GO:0055085, "
"Ceric.22G013000.1.p","GO:0016021, GO:0022857, GO:0055085, "
"Ceric.22G013100.1.p",""
"Ceric.22G013200.1.p",""
"Ceric.22G013300.1.p",""
"Ceric.22G013400.1.p",""
"Ceric.22G013500.1.p",""
"Ceric.22G013600.1.p",""
"Ceric.22G013700.1.p",""
"Ceric.22G013800.1.p",""
"Ceric.22G013900.1.p",""
"Ceric.22G014000.1.p",""
"Ceric.22G014000.2.p",""
