geneID,logFC,logCPM,F,PValue,FDR,GO,GOterms,Best-hit-arabi-name,Best-hit-arabi-defline,Best-hit-clamy-name,Best-hit-clamy-defline,Best-hit-rice-name,Best-hit-rice-defline,Pfam,Panther,ec,KOG,KO
Ceric.11G013700.1,0.8372493250545142,2.1087526279332036,7.119187199558306,0.026143310853323276,0.040010069241368094,GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,NA,Cre42.g760447,(1 of 3) PTHR23257:SF428 - INACTIVE SERINE/THREONINE-PROTEIN KINASE DDB_G0280131-RELATED,LOC_Os05g44290,"protein kinase domain containing protein, expressed",PF07714,PTHR23257 PTHR23257:SF81,EC:2.7.11.1,KOG0192,NA
Ceric.26G011900.1,0.402522942162793,3.7050673405686148,7.11847433030954,0.026145054269877666,0.040010069241368094,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.19G060400.1,1.2951841882433395,1.0229000171777658,7.11995625473343,0.026153106913025533,0.04001969663615728,GO:0016020 GO:0016021 GO:0022891 GO:0055085,membrane; ; ; transmembrane transport,NA,NA,NA,NA,NA,NA,PF07690,PTHR23500 PTHR23500:SF109,NA,KOG0254,NA
Ceric.21G076900.1,0.47992862818713217,5.831474601443844,7.1168193016977765,0.026157323803500714,0.04002345362956174,NA,,NA,NA,NA,NA,LOC_Os03g09120,expressed protein,NA,NA,NA,NA,NA
Ceric.24G014100.1,0.36765553489857117,6.920996289566309,7.114507993559087,0.026175720057556067,0.040048904571864524,GO:0005524 GO:0006457 GO:0006950 GO:0051082,ATP binding; protein folding; response to stress; unfolded protein binding,NA,NA,Cre12.g514850,Heat shock protein 90C,NA,NA,PF00183 PF02518,PTHR11528 PTHR11528:SF41,NA,NA,NA
Ceric.23G055400.1,-0.4697971046820164,4.689604489629605,7.11154214974512,0.026199709589097925,0.0400804460330074,NA,,NA,NA,NA,NA,LOC_Os12g04030,"HEAT repeat family protein, putative, expressed",NA,PTHR23346 PTHR23346:SF19,NA,NA,NA
Ceric.17G073400.1,0.4514004535473719,3.1062134890952695,7.111500404986384,0.02620143359319637,0.0400804460330074,NA,,NA,NA,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.26G019600.1,0.4367653734057576,4.9066134838582105,7.111285262376908,0.0262016279097771,0.0400804460330074,NA,,AT1G67080,abscisic acid (aba)-deficient 4,Cre03.g207000,(1 of 1) PTHR34543//PTHR34543:SF1 - FAMILY NOT NAMED // ABSCISIC ACID (ABA)-DEFICIENT 4 PROTEIN,LOC_Os01g03750,expressed protein,PF14108,PTHR34543 PTHR34543:SF1,NA,NA,NA
Ceric.09G052000.1,0.5459392467214429,3.1615764945177602,7.1112045854048995,0.02620374351941644,0.04008098357352872,NA,,AT3G29010,Biotin/lipoate A/B protein ligase family,Cre01.g053750,Putative lipoate A/B protein ligase,LOC_Os08g33810,"lipoate protein ligase, putative, expressed",NA,PTHR12561 PTHR12561:SF9,EC:2.3.1.181,NA,NA
Ceric.39G011000.1,-0.3149030469026142,6.037775228926302,7.110631060057636,0.02620664076835366,0.040082716548823664,GO:0005515,protein binding,AT2G47900,tubby like protein 3,NA,NA,LOC_Os05g36190,"OsFBT7 - F-box and tubby domain containing protein, expressed",PF00646 PF01167,PTHR16517 PTHR16517:SF41,NA,KOG2502,NA
Ceric.16G056600.1,-0.40107345481192097,4.136078753998622,7.110470708444552,0.0262085057560436,0.040082870566917166,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.29G080100.1,0.7758949083459139,2.0050411731751123,7.109954816692856,0.02621753597885011,0.04009398222290628,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.18G020700.1,0.831016024187327,1.0167819578231423,7.111184269076978,0.026221170392675255,0.0400968412298034,GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,NA,Cre14.g625050,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,NA,NA,PF00069 PF00560 PF12799,PTHR27000,EC:2.7.11.1,KOG1187,NA
Ceric.06G007600.1,-0.3838594020938919,4.832346054314837,7.1073767131995265,0.026232938999812352,0.04011213764549312,GO:0046872,metal ion binding,AT1G34370,C2H2 and C2HC zinc fingers superfamily protein,NA,NA,NA,NA,NA,PTHR10593 PTHR10593:SF41,NA,NA,NA
Ceric.29G074000.1,-0.39467211243555506,6.051002017465126,7.10643822388802,0.026240121583207036,0.04012042009885461,GO:0009186 GO:0055114,deoxyribonucleoside diphosphate metabolic process; ,AT3G27060,Ferritin/ribonucleotide reductase-like family protein,Cre12.g491050,Ribonucleoside-diphosphate reductase R2 subunit,LOC_Os06g03720,"ribonucleoside-diphosphate reductase small chain, putative, expressed",PF00268,PTHR23409,EC:1.17.4.1,NA,K10808
Ceric.20G018000.1,-0.4758620818605838,2.7763682927303193,7.10305958493842,0.026270332848098855,0.04016390928505773,NA,,NA,NA,NA,NA,NA,NA,PF13023,PTHR11845 PTHR11845:SF15,NA,NA,NA
Ceric.16G081600.1,0.4091301520542439,3.3986361599880928,7.098852634736818,0.026302117812135158,0.040209798437110464,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.16G079000.1,-0.3717000923992433,4.639221239362519,7.0978386051613285,0.026309295602641496,0.04021806532071135,GO:0005515,protein binding,AT3G04470,Ankyrin repeat family protein,Cre08.g375150,(1 of 1) KOG0522 - Ankyrin repeat protein,LOC_Os02g56530,"ankyrin repeat domain containing protein, expressed",PF11904 PF13857,PTHR12447 PTHR12447:SF8,NA,KOG0522,NA
Ceric.09G045800.1,0.8431194516514934,6.312139031001443,7.095792606827867,0.02632536105490125,0.04023991642375708,GO:0004601 GO:0006979 GO:0020037 GO:0055114,peroxidase activity; response to oxidative stress; heme binding; ,NA,NA,NA,NA,NA,NA,PF00141,PTHR31388,EC:1.11.1.7,NA,NA
Ceric.39G039300.1,1.5334384502957483,-0.37661822451673554,7.1239550391054856,0.026356769843353084,0.04028521623191191,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR31096 PTHR31096:SF16,NA,NA,NA
Ceric.1Z040000.1,0.9879218878397346,1.3167599595576973,7.091489881586121,0.02637300691865793,0.040307322178606754,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.18G056200.1,-0.3605187608642757,4.391249612164292,7.086201746861529,0.0264029141091529,0.0403503165374576,GO:0015079 GO:0016020 GO:0071805,potassium ion transmembrane transporter activity; membrane; potassium ion transmembrane transport,AT1G60160,Potassium transporter family protein,Cre17.g714200,Potassium ion uptake transporter,LOC_Os09g21000,"potassium transporter, putative, expressed",PF02705,PTHR30540,NA,NA,K03549
Ceric.09G097300.1,0.4640653490551772,2.7466998240720604,7.075813074605123,0.026488666747792523,0.040478645311300084,GO:0000917 GO:0005525,division septum assembly; GTP binding,NA,NA,Cre12.g524950,(1 of 2) K03978 - GTP-binding protein (engB),NA,NA,PF01926,PTHR11649 PTHR11649:SF49,NA,KOG2486,NA
Ceric.19G031900.1,0.32367032519424466,3.9268532134784286,7.073613518092876,0.0265048457904951,0.04050064511126299,NA,,AT1G76020,Thioredoxin superfamily protein,NA,NA,LOC_Os04g15690,"DSBA-like thioredoxin domain containing protein, expressed",PF13462,PTHR33875 PTHR33875:SF2,NA,NA,NA
Ceric.25G061100.1,-1.2783693488446282,-0.19112261031086367,7.059627611141584,0.026548295994763788,0.04056431076098181,GO:0005215 GO:0006810 GO:0016020 GO:0055085,transporter activity; transport; membrane; transmembrane transport,NA,NA,NA,NA,NA,NA,NA,PTHR11819 PTHR11819:SF146,NA,NA,NA
Ceric.23G052700.1,-0.6323417758908952,2.7761297308049557,7.063527832705451,0.026589286682810402,0.04062421009729452,GO:0003676 GO:0008270,nucleic acid binding; zinc ion binding,AT3G10400,RNA recognition motif and CCHC-type zinc finger domains containing protein,NA,NA,LOC_Os09g37720,"RNA recognition motif containing protein, expressed",PF00076 PF00098,PTHR23139,NA,KOG0114,K13154
Ceric.05G078700.1,-1.6058221408968791,-0.1327279675880286,7.025984568850382,0.02659776006634854,0.04063442343805881,NA,,NA,NA,NA,NA,NA,NA,PF03018,PTHR21495,NA,NA,NA
Ceric.08G006100.1,-0.3348416965470172,6.680615793867252,7.0608441102822646,0.026607645765596953,0.04064533015876559,GO:0003993,acid phosphatase activity,AT4G29260,"HAD superfamily, subfamily IIIB acid phosphatase",NA,NA,NA,NA,PF03767,PTHR31284,EC:3.1.3.2,NA,NA
Ceric.03G003000.1,1.6865454874141579,-0.9484753401378235,7.076608561870976,0.026608477285590064,0.04064533015876559,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.35G011400.1,1.6380919112667605,-0.5820132153282404,7.095773300944092,0.02661398885411463,0.040651016053289656,NA,,NA,NA,NA,NA,NA,NA,PF13839,PTHR32285 PTHR32285:SF65,NA,NA,NA
Ceric.09G070100.1,0.7028158886448878,1.1571825268472002,7.060188318893482,0.02662879615726175,0.04067089881659359,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.03G036300.1,-1.0777746328748044,4.238363788646158,7.055592205262644,0.02665125622867263,0.040702466406239146,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.14G005000.1,-0.40664600513375837,3.977149431061523,7.055138742111721,0.0266548929405183,0.04070528417796836,NA,,AT5G65490,(1 of 1) PTHR13060 - SGT1 PROTEIN  HSGT1   SUPPRESSOR OF GCR2,Cre03.g145707,(1 of 2) PTHR13060 - SGT1 PROTEIN  HSGT1   SUPPRESSOR OF GCR2,LOC_Os08g34740,"SGT1 protein, putative, expressed",PF07093,PTHR13060 PTHR13060:SF0,NA,KOG2406,NA
Ceric.05G022600.1,0.36067224899791495,4.364995747495785,7.052449224919019,0.026676455700474194,0.04073547500060984,NA,,AT2G40760,Rhodanese/Cell cycle control phosphatase superfamily protein,NA,NA,LOC_Os05g25780,"rhodanese-like domain containing protein, putative, expressed",PF00581,PTHR22778 PTHR22778:SF12,NA,KOG1530,NA
Ceric.20G028000.1,0.39543033488469537,3.59121857163657,7.050328807765034,0.02669427749210542,0.04075994961644889,GO:0004672 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,AT4G18250,"receptor serine/threonine kinase, putative",Cre16.g649100,Mitogen-Activated Protein Kinase Kinase Kinase,LOC_Os01g02810,"resistance-related receptor-like kinase, putative, expressed",PF00069 PF14380,PTHR27002,EC:2.7.11.1,KOG1187,NA
Ceric.03G038900.1,0.41160022729352325,3.851948822481437,7.049319271140201,0.02670242815886426,0.04076612792466334,NA,,AT1G55535,NA,NA,NA,LOC_Os07g12220,expressed protein,NA,PTHR35471,NA,NA,NA
Ceric.10G011300.1,-0.6489677020645311,1.4655760925367134,7.051516546277399,0.026703330272833607,0.04076612792466334,GO:0004672 GO:0004674 GO:0004713 GO:0005524 GO:0006468 GO:0048544,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; recognition of pollen,AT2G19130,S-locus lectin protein kinase family protein,NA,NA,LOC_Os07g36780,"S-domain receptor-like protein kinase, putative, expressed",PF00069 PF00954 PF01453 PF08276,PTHR27002 PTHR27002:SF150,EC:2.7.11.1,KOG1187,NA
Ceric.09G039100.1,-0.7594531646544517,3.280779486416764,7.049307552697112,0.026703706843383947,0.04076612792466334,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.30G071800.1,-0.4464114503052981,5.874402108165991,7.0474453029635225,0.026716880526412284,0.040783498533868215,GO:0005515,protein binding,AT1G65220,ARM repeat superfamily protein,Cre06.g298350,Flagellar Associated Protein 224,LOC_Os11g21990,expressed protein,PF02020,PTHR14208,NA,NA,NA
Ceric.22G024000.1,0.7440665691727254,2.3744891423803782,7.045151431621774,0.026739094332554173,0.040814665690761774,NA,,NA,NA,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.12G040300.1,0.6549231098122955,3.1061508867429,7.0434768373390035,0.026751066073371174,0.04082966312501346,GO:0055085,transmembrane transport,AT4G32400,Mitochondrial substrate carrier family protein,NA,NA,LOC_Os05g07900,"mitochondrial carrier protein, putative, expressed",PF00153,PTHR24089 PTHR24089:SF182,NA,KOG0752,K14684
Ceric.07G062200.1,-0.3697266547737678,4.949659899573903,7.043125717127529,0.026752513987365216,0.04082966312501346,GO:0003677 GO:0003917 GO:0003918 GO:0005694 GO:0006265,"DNA binding; DNA topoisomerase type I (single strand cut, ATP-independent) activity; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; chromosome; DNA topological change",AT5G55300,DNA topoisomerase I alpha,Cre03.g178600,DNA topoisomerase I,LOC_Os08g05840,"DNA topoisomerase 1, putative, expressed",PF01028 PF02919 PF14370,PTHR10290 PTHR10290:SF3,EC:5.99.1.2,NA,K03163
Ceric.20G043500.1,-1.8885359342170758,-0.5189150187744526,6.829246481649831,0.026782235141506378,0.040872277838374646,NA,,AT5G55540,tornado 1,NA,NA,LOC_Os03g53990,expressed protein,NA,NA,NA,NA,NA
Ceric.38G033800.1,-0.3992546114425291,5.684681477073683,7.03735421362272,0.02679951255881869,0.040895897758181206,GO:0006396,RNA processing,AT3G07590,Small nuclear ribonucleoprotein family protein,Cre16.g665400,Small nuclear ribonucleoprotein SmD1,LOC_Os04g39444,"LSM domain containing protein, expressed",PF01423,PTHR23338,NA,KOG3428,K11087
Ceric.27G012500.1,0.35622553224623177,7.199251386416739,7.035966082395982,0.026810883094222825,0.04091050124371337,GO:0005524 GO:0006457 GO:0006950 GO:0051082,ATP binding; protein folding; response to stress; unfolded protein binding,NA,NA,Cre12.g514850,Heat shock protein 90C,NA,NA,PF00183 PF02518,PTHR11528,NA,NA,NA
Ceric.03G011600.1,-1.085338440454228,4.474827238164125,7.033348747657216,0.026832990587547862,0.0409414851013096,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; ",AT2G30490,cinnamate-4-hydroxylase,NA,NA,LOC_Os05g25640,"cytochrome P450, putative, expressed",PF00067,PTHR24298 PTHR24298:SF56,EC:1.14.13.11,KOG0156,K00487
Ceric.1Z071100.1,-0.3108256531464598,4.372055879687347,7.031173347663763,0.026850724881280284,0.04096579266522106,NA,,AT3G61690,nucleotidyltransferases,NA,NA,LOC_Os03g11240,"nucleotidyltransferase, putative, expressed",NA,PTHR23092 PTHR23092:SF30,EC:2.7.7.19,KOG1906,NA
Ceric.31G026600.1,0.3588301613245293,4.262636430782694,7.030561912425628,0.026855923447470575,0.04097097265666694,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.31G047000.1,-0.4524058123207423,4.47672565316865,7.028814046032085,0.026870051971528634,0.04098977444041892,NA,,AT5G61450,P-loop containing nucleoside triphosphate hydrolases superfamily protein,Cre03.g201000,(1 of 1) PTHR33477:SF2 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN,LOC_Os07g28260,expressed protein,PF13238,PTHR33477 PTHR33477:SF2,NA,NA,NA
Ceric.35G051800.1,0.3789773215039753,7.347913994132739,7.0264779501259484,0.02688890421004842,0.041015779155907754,GO:0008289,lipid binding,AT4G14500,Polyketide cyclase/dehydrase and lipid transport superfamily protein,Cre03.g174850,lipid-binding START protein,LOC_Os04g02910,"membrane related protein CP5, putative, expressed",NA,PTHR19308 PTHR19308:SF9,NA,KOG2761,NA
Ceric.09G065300.1,1.455799459975938,-0.46900771569807825,7.060126421083628,0.02689645529261736,0.04102454298710801,GO:0005634 GO:0006355,nucleus; regulation of DNA-templated transcription,NA,NA,NA,NA,NA,NA,PF02309,PTHR31734 PTHR31734:SF12,NA,NA,K14484
Ceric.14G085200.1,-0.4757672121654539,3.240828723993939,7.023516651536925,0.02691514935859591,0.0410503006362742,NA,,AT1G27060,Regulator of chromosome condensation (RCC1) family protein,NA,NA,LOC_Os01g56990,"Regulator of chromosome condensation domain containing protein, expressed",PF00415,PTHR22870 PTHR22870:SF190,NA,KOG1427,K15421
Ceric.27G032600.1,0.3107540105498506,4.298109711777103,7.013584295155329,0.026995843059487944,0.04116958648851461,GO:0006810 GO:0016021 GO:0016192,transport; ; vesicle-mediated transport,AT4G26550,Got1/Sft2-like vescicle transport protein family,Cre17.g709250,(1 of 1) PTHR23137//PTHR23137:SF3 - UNCHARACTERIZED // VESICLE TRANSPORT PROTEIN SFT2C,LOC_Os06g40630,"SFT2, putative, expressed",PF04178,PTHR23137 PTHR23137:SF10,NA,KOG2887,NA
Ceric.35G051000.1,-1.0840044758090157,0.49965434204368947,7.033100861424077,0.026996984880755782,0.04116958648851461,GO:0005515,protein binding,NA,NA,NA,NA,NA,NA,PF00168,PTHR32246,NA,NA,NA
Ceric.26G018300.1,1.2334461988612377,0.840670560086838,7.015403308487827,0.027007261536156964,0.04118249378078731,NA,,AT5G48330,Regulator of chromosome condensation (RCC1) family protein,NA,NA,LOC_Os02g10380,"Regulator of chromosome condensation domain containing protein, expressed",PF00415 PF13540,PTHR22870,NA,NA,NA
Ceric.12G014600.1,0.3644166141238228,4.914223596405496,7.011775888565505,0.02701057952936111,0.04118478901527215,NA,,AT4G39870,TLD-domain containing nucleolar protein,NA,NA,LOC_Os06g11790,"TLD family protein, putative, expressed",PF07534,PTHR23354 PTHR23354:SF74,NA,KOG2372,NA
Ceric.25G031300.1,0.3645902632615392,3.8397124131494036,7.006927846421093,0.027051442223457317,0.041244326949515256,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.05G029800.1,-0.3349420758912917,4.664194494964783,7.005657323164086,0.02706145485898236,0.04125682411362369,GO:0032040,small-subunit processome,AT2G34570,PIN domain-like family protein,Cre11.g480800,(1 of 1) K14773 - U3 small nucleolar RNA-associated protein 23 (UTP23),LOC_Os02g26850,"rRNA-processing protein FCF, putative, expressed",PF04900,PTHR12416 PTHR12416:SF3,NA,KOG3164,K14773
Ceric.06G021500.1,-0.7738006640087414,1.7186531281162734,7.006296226588482,0.027070464730189613,0.04126779092834851,GO:0005515 GO:0007165,protein binding; signal transduction,NA,NA,NA,NA,NA,NA,PF01582,NA,NA,NA,NA
Ceric.34G073700.1,0.4733538897281007,4.028802549558208,7.004116042725735,0.027074589357226078,0.0412713094207474,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.13G077500.1,-1.220453323685525,0.4761148797599356,7.024533529790554,0.02708197900834007,0.04127980416574828,NA,,NA,NA,NA,NA,NA,NA,PF12734,PTHR31568,NA,NA,NA
Ceric.18G060200.1,0.3587042754585468,3.9077940595408998,7.000084204282987,0.027108222798210006,0.04131703433198263,NA,,NA,NA,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.01G024700.1,-0.2909059680622311,5.915030572711111,6.997484512654982,0.02712908911353532,0.041346063967961956,GO:0007165,signal transduction,NA,NA,NA,NA,NA,NA,PF00620 PF14389,PTHR23176 PTHR23176:SF44,NA,NA,NA
Ceric.24G018100.1,-0.4666971015482171,4.19042524898098,6.992732602071173,0.027169292432413103,0.0414045582755563,NA,,NA,NA,NA,NA,NA,NA,PF14555,NA,NA,NA,NA
Ceric.09G060500.1,-0.30720639153412244,5.031594391810127,6.992094019940838,0.0271742484424771,0.04140933331307514,GO:0000166 GO:0000287 GO:0004012 GO:0005524 GO:0015914 GO:0016021 GO:0046872,nucleotide binding; magnesium ion binding; ; ATP binding; phospholipid transport; ; metal ion binding,AT5G04930,aminophospholipid ATPase 1,NA,NA,NA,NA,PF00122 PF12710 PF16209 PF16212,PTHR24092 PTHR24092:SF74,EC:3.6.3.1,NA,K14802
Ceric.32G005400.1,-2.2296555059304217,-1.0357428013882555,6.407833414220752,0.027237807670940153,0.04150340392193758,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.08G054600.1,-0.8729691712430743,2.0410859020383936,6.982722461138689,0.027262591499520993,0.04153838215261334,NA,,AT3G01860,NA,NA,NA,LOC_Os01g69100,expressed protein,NA,NA,NA,NA,NA
Ceric.07G068400.1,0.5667307921794684,2.394743235984974,6.981631653394158,0.027265036990371052,0.04153932238359978,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.05G037500.1,0.42733813264350856,5.40732864812844,6.975267073647517,0.027314946742668985,0.041612571249694676,GO:0009055 GO:0015035 GO:0045454,electron transfer activity; protein-disulfide reductase activity; cell redox homeostasis,AT4G28730,Glutaredoxin family protein,Cre12.g550400,"Glutaredoxin, CPYC type",LOC_Os08g45140,"OsGrx_S12 - glutaredoxin subgroup I, expressed",PF00462,PTHR10168,EC:1.8.1.9,KOG1752,K03676
Ceric.07G013700.1,0.5006564308616432,3.0594725259967133,6.975143619717215,0.02731777037466069,0.04161269746115692,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.23G059200.1,0.7165897939674499,2.247664208941614,6.975308495711502,0.02731869284005262,0.04161269746115692,NA,,AT5G28150,Plant protein of unknown function (DUF868),NA,NA,NA,NA,PF05910,PTHR31972,NA,NA,NA
Ceric.17G008800.1,1.130610684581596,1.422637319810067,6.974555277781431,0.02733285295628034,0.04163147534953963,GO:0008168,methyltransferase activity,AT4G26420,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,NA,NA,NA,NA,PF03492,PTHR31009,EC:2.1.1.275,NA,NA
Ceric.28G067800.1,-0.5228350711158032,3.8311745341002896,6.973026465675458,0.027334935387748293,0.04163185607523319,GO:0003676 GO:0046872,nucleic acid binding; metal ion binding,NA,NA,NA,NA,NA,NA,PF14259,PTHR14398 PTHR14398:SF0,NA,KOG2135,NA
Ceric.21G040200.1,0.29972014014455445,5.367364939808594,6.971886009782513,0.027343370034899634,0.041641910700019096,GO:0005737 GO:0006887 GO:0048278,cytoplasm; exocytosis; vesicle docking,AT5G12370,exocyst complex component sec10,NA,NA,LOC_Os12g13590,"exocyst complex component 5, putative, expressed",PF07393,PTHR12100 PTHR12100:SF0,NA,KOG3745,NA
Ceric.18G079500.1,0.36285533642532736,4.422516031494699,6.968135483894817,0.027375359383967766,0.04168783362453004,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.23G044000.1,-0.37032298848505213,4.016934342728085,6.967713994798352,0.02737919464420272,0.041690879565793676,NA,,AT3G14750,(1 of 1) PTHR33405:SF6 - PROTEIN FLX-LIKE 1,NA,NA,LOC_Os07g32450,"protein kinase PKN/PRK1, effector, putative, expressed",NA,PTHR33405,NA,NA,NA
Ceric.23G067200.1,0.29687411999785773,4.92068915149628,6.966108649091539,0.027392217713384275,0.041707914632422585,NA,,NA,NA,Cre04.g218500,"(1 of 1) PTHR11732//PTHR11732:SF34 - ALDO/KETO REDUCTASE // 1,5-ANHYDRO-D-FRUCTOSE REDUCTASE",NA,NA,PF00248,PTHR11732 PTHR11732:SF185,EC:1.1.1.307,KOG1575,NA
Ceric.07G058700.1,-0.43289091677077424,4.335087681142312,6.964334969997628,0.027407441790571366,0.04172829848813771,NA,,NA,NA,NA,NA,NA,NA,PF08132,PTHR35727 PTHR35727:SF2,NA,NA,NA
Ceric.22G007200.1,0.39835397955415863,3.587317474126459,6.963180757929643,0.027417670315495378,0.04174012136898599,NA,,AT3G11900,aromatic and neutral transporter 1,NA,NA,LOC_Os07g12770,"transmembrane amino acid transporter protein, putative, expressed",PF01490,PTHR22950 PTHR22950:SF325,NA,KOG1304,NA
Ceric.30G008300.1,0.5773434818233395,3.2080063828743777,6.963121353281779,0.027418881610579114,0.04174012136898599,GO:0004197 GO:0006508 GO:0008234 GO:0050790,cysteine-type endopeptidase activity; proteolysis; cysteine-type peptidase activity; regulation of catalytic activity,AT4G01610,Cysteine proteinases superfamily protein,Cre02.g119900,Cysteine endopeptidase,LOC_Os05g24550,"Papain family cysteine protease domain containing protein, expressed",PF00112 PF08127,PTHR12411 PTHR12411:SF367,EC:3.4.22.1,KOG1543,NA
Ceric.11G095300.1,1.8249228823240968,-0.6025700960190203,6.98805899669557,0.027461977759554154,0.04180060694465575,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.19G022900.1,1.7540633270427703,-1.1690517851121893,6.926905562822985,0.02746229408230695,0.04180060694465575,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.1Z218900.1,0.7048558000744398,2.279555267861116,6.956850361759613,0.027474146243218683,0.04181584568229954,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.32G067700.1,-2.054316310752193,-1.4361031662860921,6.279279636119567,0.027487964560791313,0.04183407468224932,GO:0003824 GO:0005515,catalytic activity; protein binding,NA,NA,NA,NA,NA,NA,PF00168 PF00614,PTHR18896 PTHR18896:SF11,EC:3.1.4.4,NA,NA
Ceric.34G000700.1,0.3436272357094282,6.771117527351595,6.953786083591689,0.027496122911668947,0.04184368788466788,GO:0000398 GO:0003723 GO:0005732,"mRNA splicing, via spliceosome; RNA binding; sno(s)RNA-containing ribonucleoprotein complex",AT3G11500,Small nuclear ribonucleoprotein family protein,Cre13.g566050,Small nuclear ribonucleoprotein SmG,LOC_Os03g29740,"LSM domain containing protein, expressed",PF01423,PTHR10553 PTHR10553:SF9,NA,KOG1780,K11099
Ceric.32G059000.1,-0.3581868681225349,5.717994966769788,6.951666729890562,0.027514098583797966,0.04186823882955834,GO:0000042 GO:0005515,; protein binding,AT5G66030,Golgi-localized GRIP domain-containing protein,Cre12.g499100,(1 of 2) PF01465 - GRIP domain (GRIP),LOC_Os07g28940,"ATGRIP/GRIP, putative, expressed",PF01465,PTHR23160 PTHR23160:SF10,NA,NA,NA
Ceric.35G005800.1,0.4149980141590145,3.528731424189862,6.950190566639462,0.027527674944693395,0.041886092496717514,NA,,NA,NA,NA,NA,NA,NA,PF13086 PF13087,PTHR10887,EC:3.6.4.13,KOG0922,NA
Ceric.23G020300.1,0.3318152180160453,7.165748087866244,6.949176898691711,0.02753519543691096,0.04189472978376507,NA,,AT2G24440,selenium binding,NA,NA,LOC_Os11g47770,"selT/selW/selH selenoprotein domain containing protein, expressed",NA,PTHR33638,NA,NA,NA
Ceric.18G019200.1,0.7865552962526217,2.3225645289871886,6.94880109222411,0.0275421377522336,0.041902241394954756,GO:0004672 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,AT3G46410,Protein kinase superfamily protein,Cre07.g319350,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,NA,NA,PF00069,PTHR27003,EC:2.7.10.1 EC:2.7.11.1,KOG1187,NA
